date,bikes_hired,Baseline,A,B,C,D,E
2014-09-17,38583,32678.04697111,34547.42296775,31821.03546024,31482.30593986,30989.24730179,39341.30050783
2014-09-18,38442,34194.82672912,36139.38582693,33648.59358960,37009.40914243,35585.07134413,36264.26512639
2014-09-19,36841,34093.70807859,34515.84854153,30921.14104726,32747.84146037,32483.22351304,36701.32103502
2014-09-20,31031,31767.97911631,29953.31017531,25612.93764228,23324.67476976,24475.96706065,34290.50299306
2014-09-21,33334,29442.25015403,25444.72696646,24220.63882257,22874.44060908,23453.98290733,31630.76246898
2014-09-22,35178,28127.70769709,27752.28686422,28240.54301550,31017.74691749,29855.17092273,34476.66639392
2014-09-23,36460,28532.18229923,30442.13449446,30767.02040011,32733.29888423,30522.51317063,33964.55531122
2014-09-24,32680,29138.89420243,31012.30962651,31021.15786141,31091.96260871,30252.18199703,35573.20462801
2014-09-25,35367,28734.41960030,30685.21095758,30428.80175723,34165.40481838,33452.57693087,36101.85344344
2014-09-26,35474,32576.92832058,33000.79996671,32057.65892573,31632.83663843,32575.51205427,37258.70237561
2014-09-27,35087,31970.21641738,30155.31665196,29631.76506667,30090.66846620,32626.22627393,37076.92079090
2014-09-28,37873,33385.87752485,29383.85326099,27204.32174917,28224.13028651,28399.08885033,32803.39888825
2014-09-29,31701,30959.02991204,30580.37753721,26692.31651499,27174.04645498,28151.50681507,33723.33016545
2014-09-30,37373,32071.33506791,33977.24783571,31849.49763099,33887.03029617,33238.42839116,38084.24963376
2014-10-01,32733,32273.57236898,34143.41001447,32685.26902100,32117.25476440,32951.71258749,38556.36654519
2014-10-02,36992,31970.21641738,33917.31458386,31932.36516864,32072.65567676,33601.32660045,38808.05124122
2014-10-03,37909,31767.97911631,32192.77406014,30051.77376660,32212.40134748,31976.92928376,36512.04683892
2014-10-04,18967,29037.77555190,27226.22274064,24497.59108218,27507.69461707,25336.86832569,27174.92683322
2014-10-05,33082,24993.02953055,21000.58448032,21999.32326086,25485.17856682,28621.09253258,31800.18506815
2014-10-06,24330,26712.04658962,26338.24152772,25381.23242513,23431.01991588,23950.46622750,27431.48648883
2014-10-07,31465,26408.69063802,28321.06648971,28224.11652685,28683.25399885,25788.93006528,30021.10952293
2014-10-08,23573,27723.23309496,29598.26429001,28121.47589503,30095.15550011,27326.31842684,29493.73911742
2014-10-09,26642,28835.53825083,30786.21419590,30591.22501711,30260.51735231,25831.37585348,31328.96310168
2014-10-10,32510,28329.94499816,28758.66395721,27193.89374726,28859.58858516,29380.31871268,33643.74338890
2014-10-11,30498,27925.47039603,26115.18711910,24426.71870383,25486.48495111,27324.47430665,31536.36107500
2014-10-12,23063,26004.21603588,22010.61686353,19687.34669894,21410.42004041,19827.75037680,22213.70692598
2014-10-13,13299,28936.65690136,28560.31277079,24695.36397367,23474.29675358,15800.85308098,18190.08509045
2014-10-14,28518,29138.89420243,31048.15392439,27199.78015858,26079.53387245,27134.34718282,33458.20341868
2014-10-15,25424,28329.94499816,30204.28371993,26915.96114991,25321.21023082,26185.64914288,31884.70464674
2014-10-16,31541,30048.96205724,31998.25305576,29209.66561505,28486.03360051,28798.74367065,33174.16378199
2014-10-17,32770,31262.38586364,31687.75786853,28714.82957912,29169.02847330,29115.04150690,33367.58317786
2014-10-18,28951,33284.75887432,31468.35875013,28634.67149253,27094.20091568,28133.85624772,33578.07949342
2014-10-19,30480,32374.69101951,28373.82087778,26427.88804656,24325.32943450,22402.20616626,26763.99630088
2014-10-20,31642,29341.13150350,28964.32572407,27868.26801362,26672.18732468,27899.88444430,32345.54646425
2014-10-21,24681,27318.75849282,29230.09563460,30109.82531382,28264.27038609,24745.82820002,29767.43940278
2014-10-22,30642,25397.50413268,27275.18980861,28766.03521463,28179.10114223,26773.01567213,30325.68040887
2014-10-23,31277,28734.41960030,30685.21095758,29702.11698910,28952.34264017,30212.51653905,32901.45144139
2014-10-24,29144,30352.31800884,30778.72872364,27374.13436825,25615.93731430,28203.39968461,32183.25221854
2014-10-25,30053,26509.80928855,24701.14178260,23848.39085786,24835.45505557,24668.94562186,28554.52696235
2014-10-26,26514,28228.82634763,24232.68810660,24411.24263243,22035.27326818,22444.84816428,25292.79301809
2014-10-27,33716,29947.84340670,29570.34515400,28176.67986876,29275.98291072,29537.84203199,32401.13388175
2014-10-28,35320,29543.36880457,31452.16687767,29141.35723031,29094.68505813,29031.27337621,34210.38070641
2014-10-29,23281,28431.06364869,30305.28695826,26896.71321775,26294.19206665,27516.55035405,31976.30880953
2014-10-30,32503,30554.55530990,32503.26924737,28487.66962616,28580.85417126,28343.46001429,33826.37107326
2014-10-31,36478,31464.62316471,31889.76434517,29887.47499502,32407.77288388,33160.98732599,34063.60242156
2014-11-01,31912,30048.96205724,28236.25512385,27050.36532911,25713.98204912,25647.86544900,30067.24609855
2014-11-02,15887,29240.01285297,25242.72048982,22947.06496665,20409.27715364,19578.85964416,23987.13998752
2014-11-03,22347,24487.43627788,24116.17028465,22050.14896389,20613.00587078,20365.59326408,23452.77516469
2014-11-04,23525,23476.24977254,25391.97257839,24805.72602266,27279.28134936,30202.44561564,31484.22022100
2014-11-05,27970,22566.18191773,24447.09913562,23330.01366593,24096.59696352,23719.97775400,26819.63609359
2014-11-06,28274,22465.06326720,24423.01018165,24395.69724559,26228.30023689,24619.64233370,27962.94239487
2014-11-07,26779,26408.69063802,26839.60242910,25621.77840987,24044.51408924,20496.97044549,24166.87240000
2014-11-08,17473,26105.33468642,24297.12882932,22794.98405828,23159.17076105,21609.18487916,25725.78552095
2014-11-09,24099,24993.02953055,21000.58448032,18870.54162032,18550.60315001,18482.11208763,22683.65753780
2014-11-10,28303,24993.02953055,24621.18647625,23165.05058332,23440.13423003,24211.27457944,27761.21417103
2014-11-11,28993,26712.04658962,28624.07620467,27237.83108223,25010.62062889,24965.21595246,30105.12740853
2014-11-12,24878,26914.28389069,28790.23838343,27952.48834421,25089.01162620,27288.22950858,31959.99889988
2014-11-13,27839,26307.57198748,28261.13323787,25703.03031205,23522.56466175,23339.40703824,28414.78380292
2014-11-14,21442,26307.57198748,26738.59919078,23965.61423773,23232.51963418,20254.47207644,22843.85664623
2014-11-15,22842,24386.31762734,22580.07377785,19145.61836822,19422.11039751,21226.22845187,25234.44571924
2014-11-16,17849,24588.55492841,20596.57152703,16949.15023659,15447.91118675,16112.81103740,21529.15305036
2014-11-17,21398,23981.84302521,23611.15409304,21258.21835251,20717.70079965,21659.91104572,25094.52760484
2014-11-18,26094,24790.79222948,26705.01467657,24212.34620858,23039.43718108,23677.81337613,29365.80231933
2014-11-19,28807,24184.08032627,26063.15094876,23990.95977562,23365.80964561,24102.98113814,29361.91287928
2014-11-20,29068,22768.41921880,24726.01989662,22480.87015280,23754.07902169,24174.84996490,27772.12204350
2014-11-21,24070,23678.48707361,24112.51499443,22084.14928935,19527.55540856,18297.63065858,24389.76110127
2014-11-22,18347,27318.75849282,25509.16768917,21373.05328021,19886.10025936,18641.16486425,24616.02808457
2014-11-23,6030,24386.31762734,20394.56505039,16967.46041289,19299.02239353,13274.69001557,13215.52325813
2014-11-24,25884,19633.74105225,19268.01484522,17705.58513841,21332.33670832,23810.85741430,26067.74986130
2014-11-25,24359,21049.40215973,22967.89485868,21048.86760164,21713.24160018,22182.95927332,25893.50057231
2014-11-26,23096,24184.08032627,26063.15094876,22658.70436739,19833.09880915,18624.17554926,24698.90068208
2014-11-27,26765,25700.86008428,27655.11380794,23921.06323265,21224.94357953,22174.82248690,29070.72674884
2014-11-28,26782,26408.69063802,26839.60242910,23562.83823351,20726.53461605,19827.35106014,26974.89608419
2014-11-29,24337,25397.50413268,23590.10616107,21254.30747907,20157.04318876,19693.82444896,25093.85166495
2014-11-30,19998,23981.84302521,19990.55209710,17024.26645351,16957.47513254,15576.27483005,20274.05109393
2014-12-01,24983,22060.58866506,21692.09256493,20311.85934323,18769.53687853,17632.46708167,19302.05734890
2014-12-02,21614,22262.82596613,24179.93371853,22210.70488803,19653.65222122,18265.97180939,20500.70542261
2014-12-03,25376,21656.11406293,23538.06999072,23139.90267127,21499.97197787,22456.92780697,23275.96247960
2014-12-04,19993,19431.50375119,21392.91303201,20189.12715340,18883.98502205,17681.10755756,19469.73830834
2014-12-05,22939,19633.74105225,20072.38546157,18938.04310287,18118.20897674,18644.47046868,20209.43203214
2014-12-06,17431,17510.24939104,15711.85357200,16114.55483401,17140.02000543,18981.97452561,19283.20554681
2014-12-07,12789,21554.99541240,17566.47437739,17385.28838522,18749.47361800,19572.92660128,17355.23038918
2014-12-08,23519,19128.14779958,18762.99865361,19396.49415147,19194.17397022,19988.49743126,20231.10816385
2014-12-09,23925,19633.74105225,21553.84952218,20611.83957169,26033.91229548,21226.99372255,18205.03733565
2014-12-10,25028,22970.65651987,24851.11208890,26301.06082584,27501.95253005,24373.09650522,22240.57322882
2014-12-11,23028,22060.58866506,24018.99722837,24856.21704627,24193.90227329,20857.80485014,20664.14842018
2014-12-12,20436,22363.94461667,22799.47289625,22314.18671936,23036.97826744,18540.00822096,16789.01888584
2014-12-13,18255,17409.13074051,15610.85033368,15629.16056608,17320.09333605,20053.36040861,19677.86948032
2014-12-14,14441,20543.80890706,16556.44199418,15962.91266648,17851.74862873,17219.34370583,16051.30798618
2014-12-15,22940,21757.23271346,21389.08284997,20087.00350764,20955.33556057,21695.44988507,21365.36754817
2014-12-16,23087,19633.74105225,21553.84952218,20430.16837966,21836.23015813,22815.43693970,22924.79106073
2014-12-17,22120,26004.21603588,27881.20923854,25077.68084508,24748.65535392,24218.41723815,22830.27910464
2014-12-18,23196,28228.82634763,30180.19476597,27799.97353753,24488.56094304,24913.96680334,25340.09691053
2014-12-19,21966,24588.55492841,25021.54413932,25180.99935652,25916.83268655,23994.66030720,21636.52360174
2014-12-20,14690,21959.47001453,20155.99605814,20939.82414818,20202.33847659,20770.00848386,20337.67410977
2014-12-21,11802,23375.13112200,19384.53266718,17947.18156658,19382.05062635,17775.94767874,15845.17126747
2014-12-22,18552,27723.23309496,27348.27391093,26339.33731978,23209.48653378,22388.99552460,22286.33827632
2014-12-23,16551,26914.28389069,28826.08268132,29197.71833026,25727.01019163,25912.42721239,25517.80420592
2014-12-24,10385,23274.01247147,25154.12180387,25718.48914129,26498.66594823,25746.00299731,23323.62526531
2014-12-25,39145,20139.33430492,22099.93570026,22476.67418874,22587.66030112,23692.12906794,23398.05970742
2014-12-26,7678,18420.31724585,18860.34660171,17110.07811237,18825.66625092,15656.97678335,16019.94996285
2014-12-27,6349,18521.43589638,16721.88595521,15175.20505633,18591.03430205,11811.09033700,11120.50582189
2014-12-28,9293,17510.24939104,13526.34484454,14844.75283884,15131.75050520,16573.15927652,16419.69260242
2014-12-29,12411,16701.30018677,16338.92093390,15922.23536250,16647.35245394,16893.09767881,18325.66971585
2014-12-30,13120,17004.65613837,18927.76532582,18467.96067926,20490.97441512,20835.31265700,21021.57797461
2014-12-31,12811,18218.07994478,20103.95988780,19091.06705972,20274.67815562,19166.46581222,20228.02312099
2015-01-01,9615,23476.24977254,25433.04256487,23335.23333988,25138.96314829,18982.67511149,17891.81700867
2015-01-02,15389,23577.36842307,24011.51175610,25534.96418210,27291.95853030,23075.40702033,20237.01336275
2015-01-03,5779,19431.50375119,17630.91510010,16112.18650713,14153.35247008,10169.99671055,12805.81128047
2015-01-04,9367,15993.46963304,12011.29626972,9885.19294025,9509.86486457,9320.99858480,13302.75279116
2015-01-05,20566,21656.11406293,21288.07961165,19177.70979164,19488.41684617,20106.40044507,20601.92751905
2015-01-06,20765,21858.35136400,23775.92076525,22449.18212067,22584.51850431,23006.11528730,22295.92853343
2015-01-07,22504,21049.40215973,22932.05056079,22084.62035999,24467.64390468,22749.45426521,21233.56827251
2015-01-08,15769,23981.84302521,25938.05875648,24167.53532727,24030.74003737,20661.78558857,18917.97596354
2015-01-09,22285,27015.40254122,27445.62185903,26636.68934513,26838.31542854,22761.81359264,21092.29389005
2015-01-10,14877,24891.91088001,23085.08996946,23974.68658031,25299.71767774,21275.25568255,17762.90068201
2015-01-11,14738,20847.16485866,16859.45170914,18569.67968648,17122.35184440,15004.19493704,15439.36132283
2015-01-12,17354,25397.50413268,25025.19942954,23935.85775085,21656.86156279,17122.87847027,17370.76790822
2015-01-13,24966,23274.01247147,25189.96610175,24561.62225492,25767.80339355,25084.07442961,22707.83118908
2015-01-14,23767,20341.57160599,22225.02789255,23955.32505338,25655.63937342,23278.04341158,21339.08088182
2015-01-15,23123,23274.01247147,25231.03608823,26219.91121269,25768.65974569,19680.07854312,19168.51240609
2015-01-16,22894,19835.97835332,20274.39193821,21967.77181509,19419.14853492,18081.73511757,18895.25542434
2015-01-17,15443,17105.77478891,15307.84061871,15666.71867454,17220.31326665,18368.13715346,17903.54613853
2015-01-18,13373,17409.13074051,13425.34160622,12219.67564254,10618.10833709,12872.71953274,16046.50203974
2015-01-19,23193,16296.82558464,15934.90798061,15696.44177107,14969.80063737,16993.86497714,19124.25241697
2015-01-20,23384,15690.11368143,17614.72322764,17244.62857302,18227.75633999,18430.58764875,20011.75945889
2015-01-21,22987,17510.24939104,19396.93721955,19003.76001677,16736.72051816,15738.13976345,18869.41600606
2015-01-22,23432,16802.41883731,18766.82883566,19337.13229320,18987.47334649,19755.98575451,21446.75946564
2015-01-23,22093,16296.82558464,16739.27859696,16767.41423150,20475.49988727,17645.51577027,16947.33797338
2015-01-24,17748,20038.21565439,18236.93453003,18741.95248268,18388.48567621,17109.52396019,18452.83200368
2015-01-25,15267,19734.85970279,15748.41608761,15491.13979562,16047.02507795,16742.37029531,17588.33772874
2015-01-26,22867,22869.53786934,22500.11847150,21974.58780630,21478.78743741,21761.41490782,21533.99580708
2015-01-27,25222,20948.28350919,22866.89162035,22662.78488608,22674.01535807,24585.53010523,24826.40075519
2015-01-28,21685,21656.11406293,23538.06999072,24653.82927153,25812.11678247,22262.21880108,20028.51852246
2015-01-29,21421,17914.72399318,19877.86445719,20558.58888775,21806.55101632,19881.92536367,19823.16855057
2015-01-30,21405,17409.13074051,17850.31421850,17221.81468191,17534.51764582,17360.83087250,18993.03566677
2015-01-31,10385,17308.01208998,15509.84709536,15486.92299421,14634.91507632,13122.05094319,15415.54568457
2015-02-01,11420,18218.07994478,14233.36751279,16143.20116201,14146.58744207,13168.04146420,14441.65965555
2015-02-02,21770,15386.75772983,15025.87883572,17868.05627281,17846.61678417,19612.75270946,20249.90129681
2015-02-03,20028,16701.30018677,18624.75561086,17334.74888352,16932.46740764,17459.95462966,21406.39105494
2015-02-04,22056,17206.89343944,19093.92750458,18173.33354108,17554.04954249,16914.57015740,20083.45287646
2015-02-05,21396,17510.24939104,19473.85150391,19424.43933615,19829.26210299,19393.01149310,21386.98203281
2015-02-06,21146,17308.01208998,17749.31098018,19461.48829445,19529.93550398,17350.25705888,18274.80283808
2015-02-07,13324,18116.96129425,16317.87300193,14909.04008889,14745.04727818,16133.56871264,18482.45783378
2015-02-08,15983,19431.50375119,15445.40637264,14983.68432798,16200.65032344,15690.05291033,16343.24489673
2015-02-09,24078,19532.62240172,19167.01160690,18027.61839062,20964.29061660,21011.15759557,21135.68475378
2015-02-10,24399,19633.74105225,21553.84952218,20894.43920374,19977.57908914,22747.10018583,24846.58356693
2015-02-11,23870,19835.97835332,21720.01170094,22093.55297781,18443.74963008,19771.31016812,23507.53082092
2015-02-12,23429,18622.55454691,20584.88712544,21675.36601888,18174.23173098,19984.08609653,23383.36544182
2015-02-13,17836,21150.52081026,21587.43403639,19900.83677676,19838.54100521,17069.52376252,19011.33983441
2015-02-14,14644,22363.94461667,20560.00901142,18036.83609907,16744.03124833,15360.86809289,18518.32705927
2015-02-15,17253,21453.87676186,17465.47113907,15345.59614101,16908.39641009,16750.27185218,18400.56266875
2015-02-16,16548,21049.40215973,20682.06018172,18223.35592038,18458.31359765,17801.57243803,19902.21315094
2015-02-17,25288,19937.09700385,21856.85923714,22936.00695964,24065.33292194,24195.81653055,25375.73503348
2015-02-18,25340,20139.33430492,22023.02141590,23065.27926953,26105.96165317,24891.57951073,24402.21309673
2015-02-19,17081,21554.99541240,23513.98103676,22489.80277062,22012.33532273,19247.34091548,20899.58689412
2015-02-20,21014,20948.28350919,21385.42755975,19757.66144904,17818.44760237,19701.07317608,22259.80167892
2015-02-21,16490,18723.67319745,16923.89243185,17135.09230437,17527.38822109,18513.25570718,20215.23005941
2015-02-22,9214,18723.67319745,14738.38370439,14068.76407689,18127.20952904,14134.15782755,13508.18644915
2015-02-23,21857,21049.40215973,20682.06018172,21957.70820103,22936.32187665,20043.55763622,20607.65170544
2015-02-24,23758,21453.87676186,23371.90781196,25654.95548984,24692.35261225,21837.68036544,23158.34038805
2015-02-25,21708,22869.53786934,24750.10885058,24382.48270966,25204.63653873,26876.19493202,26638.10265438
